,Actividad,Ciudad,Departamento,Direccion,Link,Nombre_Empresa,Tema_Busqueda,telefono
290,Instalaciones electricas,MEDELLIN,ANTIOQUIA,CARRERA 43 A 15 SUR 15 P 8,http://empresite.eleconomistaamerica.co/ALPHA-SOLUCIONES-ENERGETICAS-SAS.html,ALPHA SOLUCIONES ENERGETICAS S A S,EFICIENCIA-ENERGETICA,(4)3222774
291,Actividades de arquitectura e ingenieria y otras actividades conexas de consultoria tecnica,SABANETA,ANTIOQUIA,CALLE 58 SUR 42 99 CA 181,http://empresite.eleconomistaamerica.co/SOLUCIONES-ENERGETICAS-AUTOMATIZACION-SAS.html,SOLUCIONES ENERGETICAS Y DE AUTOMATIZACION S A S,EFICIENCIA-ENERGETICA,(4)5829267
292,Comercio al por mayor no especializado,MARINILLA,ANTIOQUIA,CALLE 30 32 A 58 OF 110,http://empresite.eleconomistaamerica.co/SISTEMAS-INTELIGENCIA-ENERGETICA-SAS.html,SISTEMAS DE INTELIGENCIA ENERGETICA S A S,EFICIENCIA-ENERGETICA,(4)5450917
293,Comercializacion de energia electrica,MEDELLIN,ANTIOQUIA,CARRERA 35 A 15 B 35 OF 610,http://empresite.eleconomistaamerica.co/CONSULTORIA-INTERMEDIACION-ENERGETICA-SAS.html,CONSULTORIA E INTERMEDIACION ENERGETICA S A S,EFICIENCIA-ENERGETICA,(4)3521149
294,Actividades de arquitectura e ingenieria y otras actividades conexas de consultoria tecnica,MEDELLIN,ANTIOQUIA,TRANSVERSAL 32 D 74 D 69,http://empresite.eleconomistaamerica.co/INGENIERIA-SOLUCIONES-ENERGETICAS-INTELIGENTES-SAS.html,INGENIERIA Y SOLUCIONES ENERGETICAS INTELIGENTES S A S,EFICIENCIA-ENERGETICA,(4)4482531
295,Otras actividades profesionales cientificas y tecnicas n c p,RIONEGRO,ANTIOQUIA,VIA VDA CHIPRE CDA LLANOGRANDE KM 2,http://empresite.eleconomistaamerica.co/SOLUCIONES-ENERGETICAS-FUTURO-SAS.html,SOLUCIONES ENERGETICAS DEL FUTURO S A S,EFICIENCIA-ENERGETICA,3108234867
296,Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingenieria,MEDELLIN,ANTIOQUIA,CALLE 39 64 60 OF 801,http://empresite.eleconomistaamerica.co/SOLUCIONES-AMBIENTALES-ENERGETICAS-SAS.html,SOLUCIONES AMBIENTALES Y ENERGETICAS S A S,EFICIENCIA-ENERGETICA,(4)2359257
297,Actividades de consultaria de gestion,MEDELLIN,ANTIOQUIA,CARRERA 56 9 70,http://empresite.eleconomistaamerica.co/SOLUCIONES-ENERGETICAS-TECNOLOGICAS-INNOVADORAS-AMBIENTALES-SAS.html,SOLUCIONES ENERGETICAS TECNOLOGICAS INNOVADORAS AMBIENTALES S A S,EFICIENCIA-ENERGETICA,(4)2516259
298,Comercio de partes piezas (autopartes) y accesorios (lujos) para vehiculos automotores,MEDELLIN,ANTIOQUIA,CALLE 48 C 66 07 SAUZALITO,http://empresite.eleconomistaamerica.co/GESTION-ENERGETICA-MINERA-AMBIENTAL-SAS.html,NEXT SOLUCIONES S A,EFICIENCIA-ENERGETICA,(4)2301402
299,Otras actividades de servicio financiero excepto las de seguros y pensiones n c p,MEDELLIN,ANTIOQUIA,CARRERA 43 A 1 50 TORRE 1,http://empresite.eleconomistaamerica.co/SOLUCIONES-ENERGETICAS-LTDA.html,SOLUCIONES ENERGETICAS LTDA,EFICIENCIA-ENERGETICA,(4)3114327
300,Tratamiento y disposicion de desechos no peligrosos,MEDELLIN,ANTIOQUIA,CALLE 48 80 32 OF 301,http://empresite.eleconomistaamerica.co/SOLUCIONES-ENERGETICAS-AMBIENTALES-SAS.html,SOLUCIONES ENERGETICAS AMBIENTALES S A S,EFICIENCIA-ENERGETICA,(4)2347900
301,Alquiler y arrendamiento de otros tipos de maquinaria equipo y bienes tangibles n c p,MEDELLIN,ANTIOQUIA,CARRERA 30 17 SUR 09 APT 5,http://empresite.eleconomistaamerica.co/MEDICIONES-EQUIPOS-SAS.html,MEDICIONES Y EQUIPOS S A S,EQUIPOS-DE-MEDICION,(4)5814997
302,Comercio al por mayor de materiales de construccion articulos de ferreteria pinturas productos de vidrio equipo y materiales de fontaneria y calefaccion,MEDELLIN,ANTIOQUIA,CALLE 19 A 43 B 41,http://empresite.eleconomistaamerica.co/DESTILADOS-SOLVENTES-SA.html,CACHARRERIA MUNDIAL S A S,EQUIPOS-DE-MEDICION,(4)2619100
303,Comercio al por mayor de otros tipos de maquinaria y equipo n c p,MEDELLIN,ANTIOQUIA,TRANSVERSAL 4 A 75 D 98,http://empresite.eleconomistaamerica.co/SENSORES-EQUIPOS-SAS.html,SENSORES Y EQUIPOS S A S,EQUIPOS-DE-MEDICION,(4)2568301
304,Fabricacion de instrumentos aparatos y materiales medicos y odontologicos (incluido mobiliario),MEDELLIN,ANTIOQUIA,CARRERA 80 B 32 EE 89,http://empresite.eleconomistaamerica.co/DISENO-DENTAL-EQUIPOS-SAS.html,DISENO DENTAL EQUIPOS S A S,EQUIPOS-DE-MEDICION,(4)4114276
305,Instalaciones electricas,MEDELLIN,ANTIOQUIA,CARRERA 25 1 A SUR 45,http://empresite.eleconomistaamerica.co/EFICIENCIAS-ENERGETICAS-COLOMBIANAS-SAS.html,EFICIENCIAS ENERGETICAS COLOMBIANAS S A S,EQUIPOS-EFICIENCIA-ENERGETICA,(4)3212736
306,Instalaciones electricas,MEDELLIN,ANTIOQUIA,CARRERA 25 1 A SUR 45,http://empresite.eleconomistaamerica.co/EFICIENCIAS-ENERGETICAS-COLOMBIANAS-SAS.html,EFICIENCIAS ENERGETICAS COLOMBIANAS S A S,SOFTWARE-EFICIENCIA-ENERGETICA,(4)3212736
307,Instalaciones electricas,MEDELLIN,ANTIOQUIA,CARRERA 25 1 A SUR 45,http://empresite.eleconomistaamerica.co/EFICIENCIAS-ENERGETICAS-COLOMBIANAS-SAS.html,EFICIENCIAS ENERGETICAS COLOMBIANAS S A S,APPS-EFICIENCIA-ENERGETICA,(4)3212736
308,Fabricacion de instrumentos aparatos y materiales medicos y odontologicos (incluido mobiliario),MEDELLIN,ANTIOQUIA,DIAGONAL 75 C 32 E 19,http://empresite.eleconomistaamerica.co/TEKVO-SAS.html,TEKVO S A S,MOVILIDAD-ELECTRICA,(4)3660250
309,Otras actividades de telecomunicaciones,ENVIGADO,ANTIOQUIA,CARRERA 39 DD 45 A SUR 63,http://empresite.eleconomistaamerica.co/MOVILIDAD-GLOBAL-SAS.html,MOVILIDAD GLOBAL S A S,MOVILIDAD-ELECTRICA,3507275757
310,Instalaciones electricas,BELLO,ANTIOQUIA,DIAGONAL 52 20 150 APTO 230,http://empresite.eleconomistaamerica.co/ELECTRICASAS-SAS.html,ELECTRICASAS S A S,MOVILIDAD-ELECTRICA,(4)4563766
311,Instalaciones electricas,MEDELLIN,ANTIOQUIA,CARRERA 37 55 47,http://empresite.eleconomistaamerica.co/ELECTRICAS-JC-EU.html,ELECTRICAS JC E U,MOVILIDAD-ELECTRICA,(4)2171621
312,Instalaciones electricas,MEDELLIN,ANTIOQUIA,CARRERA 25 A 1 31 OF 915,http://empresite.eleconomistaamerica.co/ELECTRICAS-SA.html,ELECTRICAS S A S,MOVILIDAD-ELECTRICA,3114305585
313,Comercio al por mayor de materiales de construccion articulos de ferreteria pinturas productos de vidrio equipo y materiales de fontaneria y calefaccion,MEDELLIN,ANTIOQUIA,CALLE 19 A 43 B 41,http://empresite.eleconomistaamerica.co/DESTILADOS-SOLVENTES-SA.html,CACHARRERIA MUNDIAL S A S,MOVILIDAD-ELECTRICA,(4)2619100
314,Instalaciones electricas,LA ESTRELLA,ANTIOQUIA,CALLE 77 SUR 55 136 INT 304,http://empresite.eleconomistaamerica.co/ELECTRICAS-GT-SAS.html,ELECTRICAS GT S A S,MOVILIDAD-ELECTRICA,3218012924
315,Mantenimiento y reparacion especializado de equipo electrico,MEDELLIN,ANTIOQUIA,,http://empresite.eleconomistaamerica.co/ELECTRICAS-KVA-LTDA.html,ELECTRICAS KVA LTDA,MOVILIDAD-ELECTRICA,
316,Instalaciones electricas,COPACABANA,ANTIOQUIA,CARRERA 40 CL 48 50,http://empresite.eleconomistaamerica.co/ELECTRICAS-JM-SAS.html,ELECTRICAS JM S A S,MOVILIDAD-ELECTRICA,(4)4197860
317,Instalaciones electricas,MEDELLIN,ANTIOQUIA,CARRERA 50 A 57 51 INT 306,http://empresite.eleconomistaamerica.co/ELECTRICA-DISENOS-SAS.html,ELECTRICA Y DISENOS S A S,MOVILIDAD-ELECTRICA,3152073200
318,Elaboracin de productos alimenticios,MEDELLIN,ANTIOQUIA,,http://empresite.eleconomistaamerica.co/ELECTRICAS-JG-CIA-LTDA.html,ELECTRICAS JG Y CIA LTDA,MOVILIDAD-ELECTRICA,
319,Instalaciones electricas,MARINILLA,ANTIOQUIA,CARRERA 40 29 A 16 PISO 1 EL JARDIN,http://empresite.eleconomistaamerica.co/ELECTRICAS-ORIENTE-SAS.html,ELECTRICAS DE ORIENTE S A S,MOVILIDAD-ELECTRICA,(4)5450013
320,Alojamiento en hoteles,MEDELLIN,ANTIOQUIA,TRANSVERSAL 39 74 B 10,http://empresite.eleconomistaamerica.co/PROMOTORA-INVERSORA-MALLA-SAS.html,PROMOTORA E INVERSORA MALLA S A S,MOVILIDAD-ELECTRICA,(4)4448428
321,Actividades de telecomunicaciones alambricas,MEDELLIN,ANTIOQUIA,CARRERA 16 11 A SUR 100,http://empresite.eleconomistaamerica.co/UNE-EPM-TELECOMUNICACIONES-SA.html,UNE EPM TELECOMUNICACIONES S A,MOVILIDAD-ELECTRICA,(4)5151505
322,Fabricacin de maquinaria y equipo n.c.p.,MEDELLIN,ANTIOQUIA,CALLE 38 64 A 47,http://empresite.eleconomistaamerica.co/ELECTRICA-ELECTRONICA-SISTEMAS-COMUNICACIONES-LTDA.html,ELECTRICA ELECTRONICA SISTEMAS Y COMUNICACIONES LTDA,MOVILIDAD-ELECTRICA,(4)2651733
323,Instalaciones electricas,MEDELLIN,ANTIOQUIA,CARRERA 67 B 51 A 72,http://empresite.eleconomistaamerica.co/ELECTRICAS-SERVICIOS-MENA-COMPANIA-SAS.html,ELECTRICAS Y SERVICIOS MENA Y COMPANIA S A S,MOVILIDAD-ELECTRICA,(4)2301104
324,Comercio al por mayor de materiales de construccion articulos de ferreteria pinturas productos de vidrio equipo y materiales de fontaneria y calefaccion,MEDELLIN,ANTIOQUIA,CARRERA 52 10 131,http://empresite.eleconomistaamerica.co/ELECTRICAS-MEDELLIN-COMERCIAL-SA.html,ELECTRICAS DE MEDELLIN COMERCIAL S A,MOVILIDAD-ELECTRICA,(4)4446500
325,Construccion de otras obras de ingenieria civil,MEDELLIN,ANTIOQUIA,CALLE 31 A 84 30,http://empresite.eleconomistaamerica.co/ELECTRICAS-ELIECER-ESCALANTE-SAS.html,ELECTRICAS ELIECER ESCALANTE S A S,MOVILIDAD-ELECTRICA,(4)5809675
326,Comercio al por menor de articulos de ferreteria pinturas y productos de vidrio en establecimientos especializados,MEDELLIN,ANTIOQUIA,CARRERA 55 51 19,http://empresite.eleconomistaamerica.co/ELECTRICAS-MATERIALES-DELTA-LTDA.html,ELECTRICAS Y MATERIALES DELTA S A S,MOVILIDAD-ELECTRICA,(4)4481725
327,Comercio al por mayor de otros tipos de maquinaria y equipo n c p,MEDELLIN,ANTIOQUIA,,http://empresite.eleconomistaamerica.co/ELECTRICA-MECANICA-COMERCIALIZADORA-LTDA-EMECO.html,ELECTRICA Y MECANICA COMERCIALIZADORA LTDA EMECO LTDA,MOVILIDAD-ELECTRICA,
328,Instalaciones electricas,MEDELLIN,ANTIOQUIA,CALLE 34 65 C 65,http://empresite.eleconomistaamerica.co/ELECTRICAS-JIMENEZ-MEJIA-CIA-LTDA.html,ELECTRICAS JIMENEZ Y MEJIA S A S,MOVILIDAD-ELECTRICA,(4)2352540
329,Distribucion de energia electrica,MEDELLIN,ANTIOQUIA,CALLE 19 74 A 12 APTO 30,http://empresite.eleconomistaamerica.co/ELECTRICAS-SYL-INGENIERIA-CONSTRUCCION-SAS.html,ELECTRICAS S Y L INGENIERIA Y CONSTRUCCION S A S,MOVILIDAD-ELECTRICA,3207223415
330,Mantenimiento y reparacion especializado de maquinaria y equipo,SABANETA,ANTIOQUIA,CARRERA 49 52 SUR 200,http://empresite.eleconomistaamerica.co/EQUIPOS-TECNI-METALICOS-SAS.html,EQUIPOS TECNI METALICOS S A S,MOVILIDAD-ELECTRICA,3014000500
331,Construccion de proyectos de servicio publico,ITAGUI,ANTIOQUIA,CALLE 72 A 55 B 04,http://empresite.eleconomistaamerica.co/MEJIA-ACEVEDO-SA.html,MEJIA ACEVEDO S A S,MOVILIDAD-ELECTRICA,3117477071
332,Construccion de otras obras de ingenieria civil,MEDELLIN,ANTIOQUIA,CALLE 36 64 A 34 AP 401,http://empresite.eleconomistaamerica.co/RESTREPO-TORRES-COMPANIA-LTDA.html,RESTREPO TORRES Y COMPANIA LTDA,MOVILIDAD-ELECTRICA,(1)4817881
333,Comercio al por mayor de equipo partes y piezas electronicos y de telecomunicaciones,MEDELLIN,ANTIOQUIA,CALLE 12 B SUR 51 54,http://empresite.eleconomistaamerica.co/ALMACENES-ELECTRON-SAS.html,ALMACENES ELECTRON S A S,MOVILIDAD-ELECTRICA,(4)6040743
334,Actividades de arquitectura e ingenieria y otras actividades conexas de consultoria tecnica,MEDELLIN,ANTIOQUIA,CARRERA 80 A 33 35 APTO 802,http://empresite.eleconomistaamerica.co/CONSULTORIAS-ASESORIAS-MOVILIDAD-SAS.html,CONSULTORIAS Y ASESORIAS EN MOVILIDAD S A S,MOVILIDAD-ELECTRICA,3157005750
335,Fabricacion de bicicletas y de sillas de ruedas para personas con discapacidad,MEDELLIN,ANTIOQUIA,CALLE 18 SU  26 140 CASA 10,http://empresite.eleconomistaamerica.co/SAIMUS-SOLUCIONES-MOVILIDAD-SAS.html,SAIMUS SOLUCIONES DE MOVILIDAD S A S,MOVILIDAD-ELECTRICA,3146312367
336,Terminacion y acabado de edificios y obras de ingenieria civil,MEDELLIN,ANTIOQUIA,CARRERA 50 41 50,http://empresite.eleconomistaamerica.co/DISTRIRUEDAS-SOLUCIONES-MOVILIDAD-SAS.html,DISTRIRUEDAS SOLUCIONES EN MOVILIDAD S A S,MOVILIDAD-ELECTRICA,(4)5510561
337,Actividades de otras asociaciones n c p,MEDELLIN,ANTIOQUIA,,http://empresite.eleconomistaamerica.co/FUNDACION-RED-MOVILIDAD-LIMPIA.html,FUNDACION RED MOVILIDAD LIMPIA,MOVILIDAD-ELECTRICA,
338,Actividades de consultaria de gestion,MEDELLIN,ANTIOQUIA,DIAGONAL 75 B 8 40 OFICINA 31,http://empresite.eleconomistaamerica.co/HABLEMOS-MOVILIDAD-SAS.html,HABLEMOS DE MOVILIDAD S A S,MOVILIDAD-ELECTRICA,(4)5826350
339,Otras actividades de atencion de la salud humana,MEDELLIN,ANTIOQUIA,CALLE 41 A 70 70,http://empresite.eleconomistaamerica.co/CENTRO-RECONOCIMIENTO-CONDUCTORES-MOVILIDAD-SALUD-SAS.html,CENTRO DE RECONOCIMIENTO DE CONDUCTORES MOVILIDAD EN SALUD S.A.S.,MOVILIDAD-ELECTRICA,(4)4121195
340,Actividades de otras asociaciones n c p,MEDELLIN,ANTIOQUIA,CALLE 1 B SUR 38 30,http://empresite.eleconomistaamerica.co/ASOCIACION-CENTRO-ESTUDIOS-JURIDICOS-MOVILIDAD.html,ASOCIACION CENTRO DE ESTUDIOS JURIDICOS DE LA MOVILIDAD EN LIQUIDACION,MOVILIDAD-ELECTRICA,(4)3141491
341,Actividades de consultaria de gestion,MEDELLIN,ANTIOQUIA,CALLE 33 78 31,http://empresite.eleconomistaamerica.co/CENTRO-INTEGRAL-PARA-MOVILIDAD-EU.html,CENTRO INTEGRAL PARA LA MOVILIDAD E U EN LIQUIDACION,MOVILIDAD-ELECTRICA,(4)5808750
342,Actividades de otras asociaciones n c p,MEDELLIN,ANTIOQUIA,CALLE 50 49 44 OF 209,http://empresite.eleconomistaamerica.co/FUNDACION-PARA-MOVILIDAD-JURIDICA-COLOMBIANA.html,FUNDACION PARA LA MOVILIDAD JURIDICA COLOMBIANA EN LIQUIDACION,MOVILIDAD-ELECTRICA,(4)5131670
343,Transporte de pasajeros,RIONEGRO,ANTIOQUIA,CARRERA 54 56 162 VIA FONTIBON,http://empresite.eleconomistaamerica.co/SOMOS-SISTEMA-OPERATIVO-MOVILIDAD-ORIENTE-SOSTENIBLE-SAS.html,SOMOS SISTEMA OPERATIVO DE MOVILIDAD ORIENTE SOSTENIBLE S A S,MOVILIDAD-ELECTRICA,(4)5204060
344,Comercio de vehiculos automotores nuevos,MEDELLIN,ANTIOQUIA,CARRERA 67 B 48 D 76,http://empresite.eleconomistaamerica.co/GO-SOLUCIONES-MOVILIDAD-LOGISTICA-VERDE-SAS.html,GO SOLUCIONES EN MOVILIDAD Y LOGISTICA VERDE S A S,MOVILIDAD-ELECTRICA,(4)2304463
345,Otros tipos de educacion n c p,CAUCASIA,ANTIOQUIA,CARRERA 20 22 146,http://empresite.eleconomistaamerica.co/CENTRO-INTEGRAL-ATENCION-CONSULTORIAS-MOVILIDAD-SAS.html,CENTRO INTEGRAL DE ATENCION Y CONSULTORIAS EN MOVILIDAD S A S,MOVILIDAD-ELECTRICA,3124539452
346,,ENVIGADO,ANTIOQUIA,CALLE 40 B SUR 39 A 24 OF 102,http://empresite.eleconomistaamerica.co/CAMARA-COLOMBIANA-MOVILIDAD.html,CAMARA COLOMBIANA DE LA MOVILIDAD,MOVILIDAD-ELECTRICA,
347,,MEDELLIN,ANTIOQUIA,CARRERA 43 A 1 50,http://empresite.eleconomistaamerica.co/ACOMPANAMOS-APOYO-MOVILIDAD-SERVICIOS-SAS.html,ACOMPANAMOS APOYO EN MOVILIDAD Y SERVICIOS S A S,MOVILIDAD-ELECTRICA,
348,Comercio al por mayor de computadores equipo periferico y programas de informatica,MEDELLIN,ANTIOQUIA,CARRERA 48 10 45,http://empresite.eleconomistaamerica.co/DISTRIBUIDORA-SOFTWARE-MOVILIDAD-SAS.html,DISTRIBUIDORA DE SOFTWARE Y MOVILIDAD S A S,MOVILIDAD-ELECTRICA,(4)6050912
349,,ITAGUI,ANTIOQUIA,CARRERA 43 44 60,http://empresite.eleconomistaamerica.co/ASOCIACION-NACIONAL-ALTERNATIVAS-INNOVADORAS-PARA-MOVILIDAD.html,ASOCIACION NACIONAL DE ALTERNATIVAS INNOVADORAS PARA LA MOVILIDAD,MOVILIDAD-ELECTRICA,
350,,MEDELLIN,ANTIOQUIA,CALLE 47 B 83 56 INT 201,http://empresite.eleconomistaamerica.co/GRUPO-MOVILIDAD-SAS.html,GRUPO MOVILIDAD S A S,MOVILIDAD-ELECTRICA,
351,,GIRARDOTA,ANTIOQUIA,VEREDA PORTACHUELO,,,,
352,,MEDELLIN,ANTIOQUIA,CALLE 67 45 21,http://empresite.eleconomistaamerica.co/CH-LIDERES-MOVILIDAD-DESARROLLO-HUMANO-SAS.html,CH LIDERES EN MOVILIDAD Y DESARROLLO HUMANO S A S,MOVILIDAD-ELECTRICA,
353,Actividades de arquitectura e ingenieria y otras actividades conexas de consultoria tecnica,MEDELLIN,ANTIOQUIA,CALLE 34 A 81 A 101,http://empresite.eleconomistaamerica.co/INGENIERIA-SERVICIOS-METALMECANICA-ELECTRICA-ELECTRONICA-LTDA.html,INGENIERIA DE SERVICIOS METALMECANICA ELECTRICA Y ELECTRONICA LTDA,MOVILIDAD-ELECTRICA,(4)3320398
354,,MEDELLIN,ANTIOQUIA,CARRERA 67 A 42 07,http://empresite.eleconomistaamerica.co/COMERCIALIZADORA-PARTES-ELECTRICAS-LTDA.html,COMERCIALIZADORA DE PARTES ELECTRICAS LTDA,MOVILIDAD-ELECTRICA,
355,,MEDELLIN,ANTIOQUIA,CALLE 34 C 88 B 55,http://empresite.eleconomistaamerica.co/REDES-ELECTRICAS-ELECTRONICAS-LTDA.html,REDES ELECTRICAS Y ELECTRONICAS LTDA,MOVILIDAD-ELECTRICA,
356,,CAUCASIA,ANTIOQUIA,VIA LA TRAMPA KM 1 CASA 6,http://empresite.eleconomistaamerica.co/TIENDA-ELECTRICA-DA-LTDA.html,TIENDA ELECTRICA D A S A S,MOVILIDAD-ELECTRICA,
357,,MEDELLIN,ANTIOQUIA,CARRERA 57 50 118,http://empresite.eleconomistaamerica.co/SICEM-LTDA-SERVICIOS-INGENIERIA-CIVIL-ELECTRICA-MECANICA.html,SICEM LTDA SERVICIOS DE INGENIERIA CIVIL ELECTRICA Y MECANICA LTDA,MOVILIDAD-ELECTRICA,
358,,MEDELLIN,ANTIOQUIA,CALLE 71 38 14,http://empresite.eleconomistaamerica.co/CONSULTORIA-INGENIERIA-ELECTRICA-LTDA.html,CONSULTORIA EN INGENIERIA ELECTRICA LTDA,MOVILIDAD-ELECTRICA,
359,,BELLO,ANTIOQUIA,DIAGONAL 51 43 36,http://empresite.eleconomistaamerica.co/ING-ELECTRICA-LAR-LTDA.html,ING ELECTRICA LAR LTDA,MOVILIDAD-ELECTRICA,
360,,MEDELLIN,ANTIOQUIA,CARRERA 43 A 1 85 OF 314,http://empresite.eleconomistaamerica.co/LC-INGENIERIA-ELECTRICA-COMUNICACIONES-LTDA.html,L C INGENIERIA ELECTRICA Y COMUNICACIONES LTDA,MOVILIDAD-ELECTRICA,
361,,MEDELLIN,ANTIOQUIA,CALLE 66 43 47,http://empresite.eleconomistaamerica.co/MYL-EQUIPOS-HERRAMIENTAS-ELECTRICAS-LTDA.html,M Y L EQUIPOS Y HERRAMIENTAS ELECTRICAS LTDA,MOVILIDAD-ELECTRICA,
362,,MEDELLIN,ANTIOQUIA,CARRERA 45 52 78 OF 4,http://empresite.eleconomistaamerica.co/COMERCIALIZADORA-FERROINDUSTRIAL-ELECTRICA-COFELE-EU.html,COMERCIALIZADORA FERROINDUSTRIAL ELECTRICA COFELE E U EN LIQUIDACION,MOVILIDAD-ELECTRICA,
363,,MEDELLIN,ANTIOQUIA,CARRERA 67 8 B 100 LC 219,http://empresite.eleconomistaamerica.co/ANTIOQUENA-INGENIERIA-ELECTRICA-LTDA.html,ANTIOQUENA DE INGENIERIA ELECTRICA LTDA,MOVILIDAD-ELECTRICA,
364,,MEDELLIN,ANTIOQUIA,CARRERA 33 A 43 23,http://empresite.eleconomistaamerica.co/IEM-INGENIERIA-ELECTRICA-MECANICA-LTDA.html,IEM INGENIERIA ELECTRICA Y MECANICA LTDA,MOVILIDAD-ELECTRICA,
365,,MEDELLIN,ANTIOQUIA,CALLE 50 55 80,http://empresite.eleconomistaamerica.co/ESPECIALIDADES-ELECTRICAS-MEDELLIN-LTDA.html,ESPECIALIDADES ELECTRICAS DE MEDELLIN LTDA,MOVILIDAD-ELECTRICA,
366,,ITAGUI,ANTIOQUIA,CARRERA 54 72 A 205,http://empresite.eleconomistaamerica.co/TCI-REDES-ELECTRICAS-COMUNICACIONES-SAS.html,TCI REDES ELECTRICAS Y DE COMUNICACIONES S A S,MOVILIDAD-ELECTRICA,
367,,MEDELLIN,ANTIOQUIA,CARRERA 77 B 48 C 132,http://empresite.eleconomistaamerica.co/BHG-SOLUCIONES-ELECTRICAS-SAS.html,ELECTRICAS BHG SAS,MOVILIDAD-ELECTRICA,